neighborhood,month,year,month_abbr,date,Income,SNAP,CPS,Free Store Foodbank,La Soupe,Whole Again,Childhood Food Solutions,NA,Charitable,total_covered
Walnut Hills,4,2020,Apr,2020-04-01,0.800911924,0.367697155,0.01755645,0.062606637,0,0,0,0,0.062606637,1.248772166
West End,4,2020,Apr,2020-04-01,0.679860872,0.363078036,0.073961038,0.070295328,0,0,0,0,0.070295328,1.187195274
West Price Hill,4,2020,Apr,2020-04-01,0.843703751,0.169866772,0.066878485,0.012183974,0,0,0,0,0.012183974,1.0926329819999998
Westwood,4,2020,Apr,2020-04-01,0.852091822,0.149010321,0.0542853,0.003197208,0,0,0,0,0.003197208,1.058584651
Winton Hills,4,2020,Apr,2020-04-01,0.611866919,0.404067586,0.086615445,0.022436242,0,0,0,0,0.022436242,1.124986192
Avondale,4,2021,Apr,2021-04-01,0.678530718,0.204611451,0.061510721,0.013469732,0.003015621,0,0,0,0.016485353,0.961138243
Bond Hill,4,2021,Apr,2021-04-01,0.873251239,0.074325007,0.054820826,0.135593281,0.001557349,0,0,0,0.13715063000000002,1.139547702
California,4,2021,Apr,2021-04-01,0.974532007,0,0.007393487,0,0,0,0,0,0,0.981925494
Camp Washington,4,2021,Apr,2021-04-01,0.894907014,0.115260636,0.019493931,0.010259104,0.005547775,0,0,0,0.015806879,1.04546846
Carthage,4,2021,Apr,2021-04-01,0.817363415,0.144329138,0.084916734,0.153032255,0,0,0,0,0.153032255,1.199641542
Clifton,4,2021,Apr,2021-04-01,0.869871483,0.037243863,0.01486236,0.002981242,4.92e-4,0,0,0,0.0034732419999999996,0.9254509479999999
College Hill,4,2021,Apr,2021-04-01,0.812452927,0.093687974,0.05522284,0.008384878,8.61e-4,0,0,0,0.009245878,0.970609619
Columbia Tusculum,4,2021,Apr,2021-04-01,0.96879115,0.023216254,0.004184387,0,0,0,0,0,0,0.9961917910000001
Corryville,4,2021,Apr,2021-04-01,0.710637046,0.029051498,0.006444344,0.004441751,0.003087811,0,0,0,0.007529562,0.75366245
CUF,4,2021,Apr,2021-04-01,0.777781785,0.023477936,0.008809355,0.004054815,5.52e-4,0,0,0,0.004606815,0.814675891
Downtown,4,2021,Apr,2021-04-01,0.920791648,0.097446721,0.0023617,0,0,0,0,0,0,1.020600069
East End,4,2021,Apr,2021-04-01,0.96313056,0.072382448,0.033539672,0,0,0,0,0,0,1.06905268
East Price Hill,4,2021,Apr,2021-04-01,0.752217016,0.162174967,0.059151713,0.012075863,0.001825185,0,0,0,0.013901048,0.987444744
East Walnut Hills,4,2021,Apr,2021-04-01,0.946580765,0.023726133,0.012544791,0.012609702,0,0,0,0,0.012609702,0.9954613910000001
East Westwood,4,2021,Apr,2021-04-01,0.726996982,0.229280601,0.080518893,0.003386273,6.66e-4,0,0,0,0.004052273,1.040848749
English Woods,4,2021,Apr,2021-04-01,0.728074357,0.143643168,0.058902276,0,0.007794214,0,0,0,0.007794214,0.938414015
Evanston,4,2021,Apr,2021-04-01,0.866051248,0.077254413,0.015285336,0.020693935,0,0,0,0,0.020693935,0.9792849320000001
Hartwell,4,2021,Apr,2021-04-01,0.922572537,0.059083545,0.042316199,0.015255222,3.21e-4,0,0,0,0.015576222,1.039548503
Hyde Park,4,2021,Apr,2021-04-01,0.950683326,0.005938091,0.02631421,0,0,0,0,0,0,0.982935627
Kennedy Heights,4,2021,Apr,2021-04-01,0.863439283,0.058487572,0.02886597,0.022089173,0,0,0,0,0.022089173,0.972881998
Linwood,4,2021,Apr,2021-04-01,0.96879115,0.023216254,0.032187593,0,0,0,0,0,0,1.0241949970000002
Lower Price Hill,4,2021,Apr,2021-04-01,0.566005899,0.218292028,0.048045977,0.017786927,0.005108858,0,0,0,0.022895785000000002,0.855239689
Madisonville,4,2021,Apr,2021-04-01,0.863930384,0.061112254,0.034322415,0.012408447,0,0,0,0,0.012408447,0.9717735
Millvale,4,2021,Apr,2021-04-01,0.483970406,0.31253323,0.077416395,0.055753868,0,0,0,0,0.055753868,0.929673899
Mt. Adams,4,2021,Apr,2021-04-01,0.947803977,0,0.003077178,0,0,0,0,0,0,0.9508811549999999
Mt. Airy,4,2021,Apr,2021-04-01,0.744310778,0.13903891,0.061141224,0.012112544,3.73e-5,0,0,0,0.012149844,0.956640756
Mt. Auburn,4,2021,Apr,2021-04-01,0.860787614,0.116604665,0.035734313,0.012570671,0.00321216,0,0,0,0.015782831,1.0289094230000002
Mt. Lookout,4,2021,Apr,2021-04-01,0.969539695,0.006897106,0.006468536,0,0,0,0,0,0,0.982905337
Mt. Washington,4,2021,Apr,2021-04-01,0.909940127,0.078167428,0.026374785,0.00970377,0,0,0,0,0.00970377,1.02418611
North Avondale - Paddock Hills,4,2021,Apr,2021-04-01,0.880778935,0.085479368,0.033000903,0.002245192,0.001933177,0,0,0,0.0041783689999999995,1.003437575
North Fairmount,4,2021,Apr,2021-04-01,0.728074357,0.143643168,0.058902276,0.020150602,0.003155281,0,0,0,0.023305883,0.953925684
Northside,4,2021,Apr,2021-04-01,0.896129559,0.06767601,0.036864616,0.007384599,0.002239892,0,0,0,0.009624491,1.010294676
Oakley,4,2021,Apr,2021-04-01,0.946221026,0.025808103,0.019567617,0,0,0,0,0,0,0.991596746
Over-the-Rhine,4,2021,Apr,2021-04-01,0.865310959,0.163045775,0.02166085,0.207566044,2.63e-4,0,0,0,0.20782904400000002,1.2578466279999998
Pendleton,4,2021,Apr,2021-04-01,0.892919279,0.072756862,0.045575202,0,0,0,0,0,0,1.011251343
Pleasant Ridge,4,2021,Apr,2021-04-01,0.906729328,0.074895585,0.040740978,7.9e-4,0.001833841,0,0,0,0.002623841,1.0249897319999999
Queensgate,4,2021,Apr,2021-04-01,0.566005899,0.218292028,0.048045977,0,0.039091847,0,0,0,0.039091847,0.871435751
Riverside,4,2021,Apr,2021-04-01,0.823390031,0.131789576,0.033874854,0.006989267,0,0,0,0,0.006989267,0.996043728
Roselawn,4,2021,Apr,2021-04-01,0.749102912,0.134710869,0.051161502,0.039558207,0,0,0,0,0.039558207,0.97453349
Sayler Park,4,2021,Apr,2021-04-01,0.836237043,0.097532207,0.060563029,0.004643806,0,0,0,0,0.004643806,0.998976085
Sedamsville,4,2021,Apr,2021-04-01,0.785877964,0.101114655,0.050757679,0,0,0,0,0,0,0.9377502979999999
South Cumminsville,4,2021,Apr,2021-04-01,0.483970406,0.31253323,0.077416395,0.057323218,0,0,0,0,0.057323218,0.9312432489999999
South Fairmount,4,2021,Apr,2021-04-01,0.72152678,0.223202104,0.049265343,0.014832568,0,0,0,0,0.014832568,1.008826795
Spring Grove Village,4,2021,Apr,2021-04-01,0.829347783,0.137982992,0.061003948,0.003935548,0,0,0,0,0.003935548,1.032270271
Villages at Roll Hill,4,2021,Apr,2021-04-01,0.394923892,0.354169421,0.100082594,0,0.001333101,0,0,0,0.001333101,0.8505090079999998
Walnut Hills,4,2021,Apr,2021-04-01,0.781163163,0.292202002,0.015403474,0.029369051,0.015332916,0,0,0,0.044701967,1.133470606
West End,4,2021,Apr,2021-04-01,0.676673033,0.297132542,0.076214502,0.058681307,0.001233247,0,0,0,0.059914554,1.109934631
West Price Hill,4,2021,Apr,2021-04-01,0.832467257,0.125190955,0.068524431,0.002526152,3.06e-4,0,0,0,0.0028321519999999997,1.0290147950000001
Westwood,4,2021,Apr,2021-04-01,0.822624938,0.126322847,0.05369703,0.001140804,0,0,0,0,0.001140804,1.003785619
Winton Hills,4,2021,Apr,2021-04-01,0.569889451,0.295938185,0.087194506,0.120876058,0,0,0,0,0.120876058,1.0738982
Avondale,4,2022,Apr,2022-04-01,0.694930165,0.199021681,0.055416667,0.010499662,0.006159811,0,0,0,0.016659473,0.9660279860000001
Bond Hill,4,2022,Apr,2022-04-01,0.87218786,0.084707278,0.056570605,0.113912531,0.003601035,0,0,0,0.117513566,1.130979309
California,4,2022,Apr,2022-04-01,0.969823325,0.010998659,0.007760032,0,0,0,0,0,0,0.988582016
Camp Washington,4,2022,Apr,2022-04-01,0.890950178,0.116825174,0.02002896,0.027594604,0.011111111,0,0,0,0.038705715,1.066510027
Carthage,4,2022,Apr,2022-04-01,0.788875868,0.113719998,0.076960251,0.01327488,0,0,0,0,0.01327488,0.992830997
Clifton,4,2022,Apr,2022-04-01,0.874502336,0.045764174,0.009927405,3.77e-4,8.89e-4,0,0,0,0.001266,0.931459915
College Hill,4,2022,Apr,2022-04-01,0.814161088,0.097178673,0.049713878,0.00257878,0.002707739,0,0,0,0.005286519,0.9663401580000001
Columbia Tusculum,4,2022,Apr,2022-04-01,0.970432783,0.025424457,0.003549751,0,0,0,0,0,0,0.999406991
Corryville,4,2022,Apr,2022-04-01,0.659210439,0.019796315,0.006670295,0.005718293,0.022343986,0,0,0,0.028062279,0.7137393280000001
CUF,4,2022,Apr,2022-04-01,0.782351093,0.019893367,0.008001845,0.007619505,0,0,0,0,0.007619505,0.81786581
Downtown,4,2022,Apr,2022-04-01,0.935130184,0.045979909,0.00291001,8.48e-4,0,0,0,0,8.48e-4,0.984868103
East End,4,2022,Apr,2022-04-01,0.945563808,0.064479093,0.023757576,0.031342327,0,0,0,0,0.031342327,1.065142804
East Price Hill,4,2022,Apr,2022-04-01,0.726795903,0.14256911,0.065384083,0.014985438,0.003619888,0,0,0,0.018605326,0.9533544219999999
East Walnut Hills,4,2022,Apr,2022-04-01,0.91486137,0.028157002,0.020826028,0.013546931,6.23e-4,0,0,0,0.014169931,0.978014331
East Westwood,4,2022,Apr,2022-04-01,0.701165518,0.208206729,0.072173487,0.003050875,6.85e-4,0,0,0,0.003735875,0.9852816090000002
English Woods,4,2022,Apr,2022-04-01,0.715413057,0.167989795,0.045535027,0,0.019696622,0,0,0,0.019696622,0.948634501
Evanston,4,2022,Apr,2022-04-01,0.872337359,0.059269686,0.013661081,0.014387224,0.001086194,0,0,0,0.015473418000000001,0.960741544
Hartwell,4,2022,Apr,2022-04-01,0.92163354,0.059910917,0.03567946,0.018777418,4.24e-5,0,0,0,0.018819818000000002,1.036043735
Hyde Park,4,2022,Apr,2022-04-01,0.942952733,0.008707881,0.024073861,4.24e-4,0,0,0,0,4.24e-4,0.976158475
Kennedy Heights,4,2022,Apr,2022-04-01,0.829450912,0.084215993,0.027090228,0.022847842,0.004317321,0,0,0,0.027165163,0.9679222960000001
Linwood,4,2022,Apr,2022-04-01,0.970432783,0.025424457,0.027305775,0,0,0,0,0,0,1.023163015
Lower Price Hill,4,2022,Apr,2022-04-01,0.522975767,0.260991224,0.048198043,0.017386274,0.021942195,0,0,0,0.039328469000000005,0.871493503
Madisonville,4,2022,Apr,2022-04-01,0.848567082,0.063248008,0.030508119,0.017912635,0,0,0,0,0.017912635,0.960235844
Millvale,4,2022,Apr,2022-04-01,0.480499996,0.293373879,0.09545045,0.033007863,0,0,0,0,0.033007863,0.902332188
Mt. Adams,4,2022,Apr,2022-04-01,0.942416192,0,0.002304078,0,0.004976218,0,0,0,0.004976218,0.9496964880000001
Mt. Airy,4,2022,Apr,2022-04-01,0.715363396,0.140009647,0.059905621,0.004369221,0.001157796,0,0,0,0.005527017,0.9208056809999999
Mt. Auburn,4,2022,Apr,2022-04-01,0.840745152,0.100708136,0.034104853,0.018189504,0.006539536,0,0,0,0.02472904,1.000287181
Mt. Lookout,4,2022,Apr,2022-04-01,0.97318628,0.007524576,0.00611194,0,0,0,0,0,0,0.986822796
Mt. Washington,4,2022,Apr,2022-04-01,0.903437455,0.065393892,0.02557721,0.025118645,0,0,0,0,0.025118645,1.019527202
North Avondale - Paddock Hills,4,2022,Apr,2022-04-01,0.876485877,0.091239756,0.035579879,0.001475054,0.002859281,0,0,0,0.004334335,1.007639847
North Fairmount,4,2022,Apr,2022-04-01,0.715413057,0.167989795,0.045535027,0.010126106,0.00601379,0,0,0,0.016139896,0.945077775
Northside,4,2022,Apr,2022-04-01,0.901523151,0.062157234,0.029556504,0.035509988,0.002269648,0,0,0,0.037779636,1.0310165249999999
Oakley,4,2022,Apr,2022-04-01,0.943918119,0.014807799,0.016244225,0,1.68e-4,0,0,0,1.68e-4,0.9751381429999999
Over-the-Rhine,4,2022,Apr,2022-04-01,0.877009992,0.143977092,0.019134612,0.415303613,0.003630376,0,0,0,0.418933989,1.459055685
Pendleton,4,2022,Apr,2022-04-01,0.901892925,0.077921714,0.049485597,0,0,0,0,0,0,1.029300236
Pleasant Ridge,4,2022,Apr,2022-04-01,0.889035548,0.088055276,0.042353628,0,3.71e-4,0,0,0,3.71e-4,1.0198154519999998
Queensgate,4,2022,Apr,2022-04-01,0.522975767,0.260991224,0.048198043,0,0.226201485,0,0,0,0.226201485,1.058366519
Riverside,4,2022,Apr,2022-04-01,0.826848745,0.103033641,0.037342727,0.004438254,0,0,0,0,0.004438254,0.971663367
Roselawn,4,2022,Apr,2022-04-01,0.713087114,0.145011131,0.060532588,0.016808435,9.97e-4,0,0,0,0.017805435,0.9364362679999999
Sayler Park,4,2022,Apr,2022-04-01,0.863933457,0.082962704,0.055921204,0.003536482,0.003254461,0,0,0,0.006790943000000001,1.0096083079999998
Sedamsville,4,2022,Apr,2022-04-01,0.749065532,0.145871494,0.047269974,0,0,0,0,0,0,0.942207
South Cumminsville,4,2022,Apr,2022-04-01,0.480499996,0.293373879,0.09545045,0.053235264,0,0,0,0,0.053235264,0.922559589
South Fairmount,4,2022,Apr,2022-04-01,0.71639905,0.180191984,0.050240568,0.013979695,0,0,0,0,0.013979695,0.960811297
Spring Grove Village,4,2022,Apr,2022-04-01,0.785383199,0.130370078,0.058343844,0,0,0,0,0,0,0.974097121
Villages at Roll Hill,4,2022,Apr,2022-04-01,0.374114857,0.31209833,0.108584365,0,0.015477723,0,0,0,0.015477723,0.8102752750000001
Walnut Hills,4,2022,Apr,2022-04-01,0.785698697,0.250708859,0.017900016,0.015295979,0.029134631,0,0,0,0.04443061,1.098738182
West End,4,2022,Apr,2022-04-01,0.69520919,0.276295123,0.058503109,0.07868268,0.013166479,0,0,0,0.091849159,1.121856581
West Price Hill,4,2022,Apr,2022-04-01,0.812839459,0.099843449,0.070016941,0.002601811,2.3e-4,0,0,0,0.002831811,0.9855316599999999
Westwood,4,2022,Apr,2022-04-01,0.823155214,0.124318367,0.048134357,0.002761814,1.12e-4,0,0,0,0.002873814,0.998481752
Winton Hills,4,2022,Apr,2022-04-01,0.547076392,0.258177023,0.099536172,0.024743842,0,0,0,0,0.024743842,0.929533429
Avondale,4,2023,Apr,2023-04-01,0.683861653,0.125435367,0.052777778,0,0.003516086,0,0.008711994,2.7e-4,0.01222808,0.8743028780000001
Bond Hill,4,2023,Apr,2023-04-01,0.864453432,0.053387594,0.053876767,0,0.001728725,0,0,6.92e-4,0.001728725,0.973446518
California,4,2023,Apr,2023-04-01,0.96915549,0.006932013,0.007390507,0,0,0,0,0,0,0.98347801
Camp Washington,4,2023,Apr,2023-04-01,0.88539748,0.073630212,0.0190752,0,0,0,0,0,0,0.9781028919999999
Carthage,4,2023,Apr,2023-04-01,0.773966794,0.071673145,0.073295477,0,0,0,0,0,0,0.9189354160000001
Clifton,4,2023,Apr,2023-04-01,0.868409013,0.02884332,0.009454672,0,0.001335579,0,0,0,0.001335579,0.908042584
College Hill,4,2023,Apr,2023-04-01,0.807258493,0.061247812,0.04734655,0,0.001084939,0,0,4.47e-4,0.001084939,0.9169377939999999
Columbia Tusculum,4,2023,Apr,2023-04-01,0.96809139,0.016024014,0.003380715,0,0,0,0,0,0,0.987496119
Corryville,4,2023,Apr,2023-04-01,0.645775539,0.012476822,0.006352662,0,0.001804679,0,0,0,0.001804679,0.6664097019999999
CUF,4,2023,Apr,2023-04-01,0.771508858,0.012537989,0.007620805,0,4.08e-5,0,0,0,4.08e-5,0.791708452
Downtown,4,2023,Apr,2023-04-01,0.93080846800000006,0.028979289,0.002771439,0,0,0,0,2.77e-4,0,0.9625591960000001
East End,4,2023,Apr,2023-04-01,0.94175517500000006,0.040638581,0.022626263,0,0,0,0,0,0,1.005020019
East Price Hill,4,2023,Apr,2023-04-01,0.716519793,0.089855581,0.062270556,0,0.001485626,0,0,2.19e-4,0.001485626,0.870131556
East Walnut Hills,4,2023,Apr,2023-04-01,0.91038765,0.017746227,0.019834312,0,0.001546715,0,0,0,0.001546715,0.9495149039999999
East Westwood,4,2023,Apr,2023-04-01,0.688027338,0.131224334,0.068736654,0,9.13e-4,0,0,0,9.13e-4,0.888901326
English Woods,4,2023,Apr,2023-04-01,0.702079112,0.105877217,0.043366692,0,0.008279386,0,0,0,0.008279386,0.8596024069999999
Evanston,4,2023,Apr,2023-04-01,0.86462066,0.037355301,0.013010554,5.32e-5,5.09e-4,0,0,0,5.622e-4,0.9155487149999999
Hartwell,4,2023,Apr,2023-04-01,0.909739386,0.037759444,0.033980438,0,1.71e-4,0,0,5.45e-4,1.71e-4,0.981650268
Hyde Park,4,2023,Apr,2023-04-01,0.938531142,0.005488228,0.022927486,0,0,0,0,0,0,0.9669468560000001
Kennedy Heights,4,2023,Apr,2023-04-01,0.824012837,0.053077956,0.025800217,0,0.002144911,0,0,0,0.002144911,0.9050359210000001
Linwood,4,2023,Apr,2023-04-01,0.96809139,0.016024014,0.0260055,0,0,0,0,0,0,1.0101209039999999
Lower Price Hill,4,2023,Apr,2023-04-01,0.507594539,0.16449228,0.045902898,0,0.009111286,0,0,0,0.009111286,0.727101003
Madisonville,4,2023,Apr,2023-04-01,0.841022025,0.039862678,0.029055351,0,0.001171373,0,0,3.87e-4,0.001171373,0.911111427
Millvale,4,2023,Apr,2023-04-01,0.470555943,0.184901766,0.090905191,0,0,0,0,0,0,0.7463629
Mt. Adams,4,2023,Apr,2023-04-01,0.940884966,0,0.00219436,0,0.001967945,0,0,0,0.001967945,0.945047271
Mt. Airy,4,2023,Apr,2023-04-01,0.705570904,0.088242454,0.057052973,0,3.99e-5,0,0,0,3.99e-5,0.850906231
Mt. Auburn,4,2023,Apr,2023-04-01,0.833849119,0.063472291,0.032480812,0,0,0,0,0,0,0.929802222
Mt. Lookout,4,2023,Apr,2023-04-01,0.971830275,0.004742438,0.005820896,0,0,0,0,0,0,0.982393609
Mt. Washington,4,2023,Apr,2023-04-01,0.896930306,0.041215142,0.024359248,0,0,0,0,0,0,0.962504696
North Avondale - Paddock Hills,4,2023,Apr,2023-04-01,0.871693318,0.057504752,0.033885599,0,0.00125563,0,0,0,0.00125563,0.964339299
North Fairmount,4,2023,Apr,2023-04-01,0.702079112,0.105877217,0.043366692,0,0.003934942,0,0,0,0.003934942,0.8552579629999999
Northside,4,2023,Apr,2023-04-01,0.895625042,0.039175207,0.028149051,4.22e-4,0.002612127,0,0,1.56e-4,0.003034127,0.9659834270000001
Oakley,4,2023,Apr,2023-04-01,0.941415008,0.00933276,0.015470691,0,3.71e-4,0,0,0,3.71e-4,0.966589459
Over-the-Rhine,4,2023,Apr,2023-04-01,0.872625344,0.090742975,0.01822344,0.016236848,0.001785399,0,0,0,0.018022247,0.9996140059999999
Pendleton,4,2023,Apr,2023-04-01,0.897192012,0.049110925,0.04712914,0,0,0,0,0,0,0.993432077
Pleasant Ridge,4,2023,Apr,2023-04-01,0.886117948,0.055497702,0.040336789,0,5.81e-4,0,0,0,5.81e-4,0.9825334390000001
Queensgate,4,2023,Apr,2023-04-01,0.507594539,0.16449228,0.045902898,0,0.006769196,0,0,0,0.006769196,0.7247589130000001
Riverside,4,2023,Apr,2023-04-01,0.820476519,0.064937963,0.035564502,0,0,0,0,0,0,0.920978984
Roselawn,4,2023,Apr,2023-04-01,0.701308985,0.091394688,0.057650084,0,1.54e-4,0,0,0,1.54e-4,0.8505077570000001
Sayler Park,4,2023,Apr,2023-04-01,0.856975786,0.052288059,0.053258289,0,0.00200245,0,0,0,0.00200245,0.964524584
Sedamsville,4,2023,Apr,2023-04-01,0.743531515,0.09193694,0.045019023,0,0,0,0,0,0,0.880487478
South Cumminsville,4,2023,Apr,2023-04-01,0.470555943,0.184901766,0.090905191,0,0,0,0,0,0,0.7463629
South Fairmount,4,2023,Apr,2023-04-01,0.704808406,0.113567766,0.04784816,0,0,0,0,0,0,0.866224332
Spring Grove Village,4,2023,Apr,2023-04-01,0.776316629,0.082167021,0.055565566,0,0,0,0,0,0,0.9140492159999999
Villages at Roll Hill,4,2023,Apr,2023-04-01,0.361742686,0.196703035,0.103413681,0,0.002239535,0,0.109934166,0,0.112173701,0.7740331030000001
Walnut Hills,4,2023,Apr,2023-04-01,0.777547514,0.158011719,0.017047634,0,0.021293993,0,0,3.68e-4,0.021293993,0.97390086
West End,4,2023,Apr,2023-04-01,0.683113438,0.174137713,0.055717247,0,0.010812055,0,0,0,0.010812055,0.9237804530000001
West Price Hill,4,2023,Apr,2023-04-01,0.805573381,0.062927314,0.066682801,0,4.15e-5,0,0,2.06e-4,4.15e-5,0.935224996
Westwood,4,2023,Apr,2023-04-01,0.812681235,0.078352871,0.045842244,0,1.12e-4,0,0,1.31e-4,1.12e-4,0.93698835
Winton Hills,4,2023,Apr,2023-04-01,0.53289579,0.162718603,0.094796354,0,8.64e-4,0,0,0,8.64e-4,0.7912747469999999
Avondale,4,2024,Apr,2024-04-01,0.677628574,0.139774089,0.058055556,0.025086205,0,0,0,0,0.025086205,0.900544424
Bond Hill,4,2024,Apr,2024-04-01,0.860097895,0.059490416,0.059264444,0.072105895,0,0,0,0,0.072105895,1.05095865
California,4,2024,Apr,2024-04-01,0.968779408,0.007724422,0.008129558,0,0,0,0,0,0,0.984633388
Camp Washington,4,2024,Apr,2024-04-01,0.882270554,0.082047002,0.02098272,0.060106751,0,0,0,0,0.060106751,1.045407027
Carthage,4,2024,Apr,2024-04-01,0.765570954,0.079866219,0.080625025,0.01686544,0,0,0,0,0.01686544,0.942927638
Clifton,4,2024,Apr,2024-04-01,0.863189837,0.032140447,0.010400139,0.01271988,0,0,0,0,0.01271988,0.918450303
College Hill,4,2024,Apr,2024-04-01,0.803371391,0.06824915,0.052081205,0.005416812,0,0,0,0,0.005416812,0.929118558
Columbia Tusculum,4,2024,Apr,2024-04-01,0.966772867,0.017855745,0.003718786,0,0,0,0,0,0,0.9883473979999999
Corryville,4,2024,Apr,2024-04-01,0.638209861,0.013903068,0.006987928,0.015774578,0,0,0,0,0.015774578,0.674875435
CUF,4,2024,Apr,2024-04-01,0.765403203,0.013971227,0.008382886,0.009789377,0,0,0,0,0.009789377,0.797546693
Downtown,4,2024,Apr,2024-04-01,0.928374753,0.032291958,0.003048582,5.55e-4,0,0,0,0,5.55e-4,0.964270293
East End,4,2024,Apr,2024-04-01,0.939037512,0.045284043,0.024888889,0.028726366,0,0,0,0,0.028726366,1.03793681
East Price Hill,4,2024,Apr,2024-04-01,0.710732943,0.100127119,0.068497611,0.017735989,0,0,0,0,0.017735989,0.897093662
East Walnut Hills,4,2024,Apr,2024-04-01,0.907868336,0.019774827,0.021817743,0.021263277,0,0,0,0,0.021263277,0.9707241830000001
East Westwood,4,2024,Apr,2024-04-01,0.680628753,0.146224802,0.07561032,0.002397214,0,0,0,0,0.002397214,0.9048610890000001
English Woods,4,2024,Apr,2024-04-01,0.694570285,0.117980214,0.047703362,0,0,0,0,0,0,0.860253861
Evanston,4,2024,Apr,2024-04-01,0.860275106,0.041625446,0.014311609,0.017561946,0,0,0,0,0.017561946,0.933774107
Hartwell,4,2024,Apr,2024-04-01,0.903041356,0.042075787,0.037378482,0.020139702,0,0,0,0,0.020139702,1.0026353270000001
Hyde Park,4,2024,Apr,2024-04-01,0.936041184,0.006115596,0.025220235,6.24e-4,0,0,0,0,6.24e-4,0.968001015
Kennedy Heights,4,2024,Apr,2024-04-01,0.818964285,0.059145384,0.028380239,0,0,0,0,0,0,0.906489908
Linwood,4,2024,Apr,2024-04-01,0.966772867,0.017855745,0.02860605,0,0,0,0,0,0,1.013234662
Lower Price Hill,4,2024,Apr,2024-04-01,0.498932812,0.183295661,0.050493187,0.008136546,0,0,0,0,0.008136546,0.7408582060000001
Madisonville,4,2024,Apr,2024-04-01,0.83677313,0.044419446,0.031960886,0.018873784,0,0,0,0,0.018873784,0.932027246
Millvale,4,2024,Apr,2024-04-01,0.464956087,0.206038189,0.09999571,0.079396019,0,0,0,0,0.079396019,0.8503860050000001
Mt. Adams,4,2024,Apr,2024-04-01,0.940022677,0,0.002413796,0,0,0,0,0,0,0.942436473
Mt. Airy,4,2024,Apr,2024-04-01,0.700056397,0.098329593,0.06275827,0.003863152,0,0,0,0,0.003863152,0.865007412
Mt. Auburn,4,2024,Apr,2024-04-01,0.829965714,0.070727912,0.035728894,0.033971827,0,0,0,0,0.033971827,0.970394347
Mt. Lookout,4,2024,Apr,2024-04-01,0.971066659,0.005284554,0.006402985,0,0,0,0,0,0,0.9827541980000001
Mt. Washington,4,2024,Apr,2024-04-01,0.893265895,0.045926512,0.026795173,0.025793599,0,0,0,0,0.025793599,0.991781179
North Avondale - Paddock Hills,4,2024,Apr,2024-04-01,0.868994454,0.064078214,0.037274159,8.06e-4,0,0,0,0,8.06e-4,0.9711528269999999
North Fairmount,4,2024,Apr,2024-04-01,0.694570285,0.117980214,0.047703362,0.006294111,0,0,0,0,0.006294111,0.866547972
Northside,4,2024,Apr,2024-04-01,0.892080108,0.043653388,0.030963957,0.097737743,0,0,0,0,0.097737743,1.064435196
Oakley,4,2024,Apr,2024-04-01,0.940005415,0.010399603,0.01701776,0.001674231,0,0,0,0,0.001674231,0.969097009
Over-the-Rhine,4,2024,Apr,2024-04-01,0.870156189,0.101115952,0.020045784,0.445615534,0,0,0,0,0.445615534,1.436933459
Pendleton,4,2024,Apr,2024-04-01,0.894544757,0.054724875,0.051842054,0,0,0,0,0,0,1.001111686
Pleasant Ridge,4,2024,Apr,2024-04-01,0.88273029,0.061841735,0.044370467,0,0,0,0,0,0,0.9889424920000001
Queensgate,4,2024,Apr,2024-04-01,0.498932812,0.183295661,0.050493187,0,0,0,0,0,0,0.73272166
